,headline,clicks,impressions,click_rate,processed_headline_nostpw,processed_headline_stpw,headline_tokens,entities
11900,here's one california coastal town almost california towns do disappeared ,13.0,4526.0,348.15384615384613,here's one california coastal town almost california towns disappeared,here's one california coastal town almost california towns do disappeared ,here's one california coastal town almost california towns do disappeared ,[town]
11901,really silly thing people agree they're saying,7.0,5272.0,753.1428571428571,really silly thing people agree they're saying,really silly thing people agree they're saying ,really silly thing people agree they're saying,"[people, they]"
11902,leonardo dicaprio asked everyone world stop pretending like facts exist,90.0,5387.0,59.855555555555554,leonardo dicaprio asked everyone world stop pretending like facts exist,leonardo dicaprio asked everyone world stop pretending like facts exist ,leonardo dicaprio asked everyone world stop pretending like facts exist,"[dicaprio, world]"
11903,he's wearing cool feathers raps forget listen say,16.0,6348.0,396.75,he's wearing cool feathers raps forget listen say,he's wearing cool feathers raps forget listen say ,he's wearing cool feathers raps forget listen say,"[he, listen]"
11904,guy important message share superman although share letters,17.0,6411.0,377.11764705882354,guy important message share superman although share letters,guy important message share superman although share letters ,guy important message share superman although share letters,[]
11905,kind all american rap star plays flute guy ,16.0,6389.0,399.3125,kind american rap star plays flute guy,kind all american rap star plays flute guy ,kind all american rap star plays flute guy ,[star]
11906,language learned school never heard,28.0,7171.0,256.10714285714283,language learned school never heard,language learned school never heard ,language learned school never heard,"[language, school]"
11907,person earth keep disappearing forever,20.0,7251.0,362.55,person earth keep disappearing forever,person earth keep disappearing forever ,person earth keep disappearing forever,[earth]
11908,here's poem brought world leaders tears today,46.0,6785.0,147.5,here's poem brought world leaders tears today,here's poem brought world leaders tears today ,here's poem brought world leaders tears today,[poem]
11909,students like words one preacher campus stopped music,35.0,4189.0,119.68571428571428,students like words one preacher campus stopped music,students like words one preacher campus stopped music ,students like words one preacher campus stopped music,"[students, campus]"
11910,lot people comfortable woman saying needs change,48.0,7465.0,155.52083333333334,lot people comfortable woman saying needs change,lot people comfortable woman saying needs change ,lot people comfortable woman saying needs change,[]
11911,bring world leaders tears like this ,51.0,6729.0,131.94117647058823,bring world leaders tears like,bring world leaders tears like this ,bring world leaders tears like this ,[]
11912,'way' shop totally affect mood,11.0,3548.0,322.54545454545456,'way' shop totally affect mood,'way' shop totally affect mood ,'way' shop totally affect mood,[shop]
11913,know government craziness finish cup coffee drinking,10.0,3725.0,372.5,know government craziness finish cup coffee drinking,know government craziness finish cup coffee drinking ,know government craziness finish cup coffee drinking,[]
11914,didn t believe women vote kind ran u s government,26.0,6732.0,258.9230769230769,believe women vote kind ran u government,didn t believe women vote kind ran u s government ,didn t believe women vote kind ran u s government,"[t, women, vote]"
11915,says cartoons says something incredibly troubling world live,34.0,5166.0,151.94117647058823,says cartoons says something incredibly troubling world live,says cartoons says something incredibly troubling world live ,says cartoons says something incredibly troubling world live,"[cartoons, world]"
11916,ok white people dreadlocks black guy dreadlocks answers ,24.0,3584.0,149.33333333333334,ok white people dreadlocks black guy dreadlocks answers,ok white people dreadlocks black guy dreadlocks answers ,ok white people dreadlocks black guy dreadlocks answers ,"[people, dreadlocks]"
11917,actor way funeral toddlers car real cop pulled,34.0,5305.0,156.02941176470588,actor way funeral toddlers car real cop pulled,actor way funeral toddlers car real cop pulled ,actor way funeral toddlers car real cop pulled,[cop]
11918,people asked one silly question way many times finally answered it really well ,22.0,3611.0,164.13636363636363,people asked one silly question way many times finally answered really well,people asked one silly question way many times finally answered it really well ,people asked one silly question way many times finally answered it really well ,"[people, times]"
11919,model asked take everything prove point what's actually underneath,52.0,3491.0,67.13461538461539,model asked take everything prove point what's actually underneath,model asked take everything prove point what's actually underneath ,model asked take everything prove point what's actually underneath,"[model, everything, what]"
11920,beautiful collection insane gay stereotypes,19.0,3617.0,190.3684210526316,beautiful collection insane gay stereotypes,beautiful collection insane gay stereotypes ,beautiful collection insane gay stereotypes,[]
11921,black people pretty hilarious assumptions gay weddings,29.0,3516.0,121.24137931034483,black people pretty hilarious assumptions gay weddings,black people pretty hilarious assumptions gay weddings ,black people pretty hilarious assumptions gay weddings,[people]
11922,might wanna make window shopping lunch friends new saturday ritual,10.0,3550.0,355.0,might wanna make window shopping lunch friends new saturday ritual,might wanna make window shopping lunch friends new saturday ritual ,might wanna make window shopping lunch friends new saturday ritual,"[wanna, friends]"
11923,love mom probably make world leaders cry like this mom,55.0,4736.0,86.10909090909091,love mom probably make world leaders cry like mom,love mom probably make world leaders cry like this mom ,love mom probably make world leaders cry like this mom,"[mom, leaders]"
11924,might understand beginning make perfect sense,36.0,4080.0,113.33333333333333,might understand beginning make perfect sense,might understand beginning make perfect sense ,might understand beginning make perfect sense,[]
11925,sexually assaulted women camera turn exposed are ,65.0,4018.0,61.815384615384616,sexually assaulted women camera turn exposed,sexually assaulted women camera turn exposed are ,sexually assaulted women camera turn exposed are ,[camera]
11926,sexually assaulted women camera get exposed are ,69.0,4064.0,58.89855072463768,sexually assaulted women camera get exposed,sexually assaulted women camera get exposed are ,sexually assaulted women camera get exposed are ,[]
